route_no,survey_no,survey.starting,skin,number,number.km,Date,Year,Month,time_point,SC,CNR
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,124,2016-11-03T06:34:00Z,unset,147,,3/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,125,2016-11-04T06:34:00Z,unset,159,,4/11/2016,2016,11,6,0,0
10,18,2014-11-07T06:35:00Z,unset,113,,7/11/2014,2014,11,2,0,0
10,18,2014-11-07T06:35:00Z,unset,113,,7/11/2014,2014,11,2,0,0
10,18,2014-11-07T06:35:00Z,unset,113,,7/11/2014,2014,11,2,0,0
10,18,2014-11-07T06:35:00Z,unset,113,,7/11/2014,2014,11,2,0,0
10,18,2014-11-07T06:35:00Z,unset,113,,7/11/2014,2014,11,2,0,0
10,18,2014-11-07T06:35:00Z,unset,113,,7/11/2014,2014,11,2,0,0
10,18,2014-11-07T06:35:00Z,unset,113,,7/11/2014,2014,11,2,0,0
10,18,2014-11-07T06:35:00Z,unset,113,,7/11/2014,2014,11,2,0,0
10,18,2014-11-07T06:35:00Z,unset,113,,7/11/2014,2014,11,2,0,0
10,18,2014-11-07T06:35:00Z,unset,113,,7/11/2014,2014,11,2,0,0
10,18,2014-11-07T06:35:00Z,unset,113,,7/11/2014,2014,11,2,0,0
10,18,2014-11-07T06:35:00Z,unset,113,,7/11/2014,2014,11,2,0,0
10,18,2014-11-07T06:35:00Z,unset,113,,7/11/2014,2014,11,2,0,0
10,18,2014-11-07T06:35:00Z,unset,113,,7/11/2014,2014,11,2,0,0
10,18,2014-11-07T06:35:00Z,unset,113,,7/11/2014,2014,11,2,0,0
10,18,2014-11-07T06:35:00Z,unset,113,,7/11/2014,2014,11,2,0,0
10,18,2014-11-07T06:35:00Z,unset,113,,7/11/2014,2014,11,2,0,0
10,18,2014-11-07T06:35:00Z,unset,113,,7/11/2014,2014,11,2,0,0
