route_no,survey_no,survey.starting,dog_type,number,number.km,Date,Year,Month,time_point,Adult,Female,Neutered,Lactating,CNR
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Female unnotched,45,,8/5/2014,2014,5,1,1,1,0,0,0
10,10,2014-05-08T07:30:00Z,Lactating,3,,8/5/2014,2014,5,1,1,1,0,1,0
10,10,2014-05-08T07:30:00Z,Lactating,3,,8/5/2014,2014,5,1,1,1,0,1,0
10,10,2014-05-08T07:30:00Z,Lactating,3,,8/5/2014,2014,5,1,1,1,0,1,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Male unnotched,52,,8/5/2014,2014,5,1,1,0,0,0,0
10,10,2014-05-08T07:30:00Z,Pup,2,,8/5/2014,2014,5,1,0,,0,0,0
10,10,2014-05-08T07:30:00Z,Pup,2,,8/5/2014,2014,5,1,0,,0,0,0
10,10,2014-05-08T07:30:00Z,Unknown adult,4,,8/5/2014,2014,5,1,1,,0,0,0
10,10,2014-05-08T07:30:00Z,Unknown adult,4,,8/5/2014,2014,5,1,1,,0,0,0
10,10,2014-05-08T07:30:00Z,Unknown adult,4,,8/5/2014,2014,5,1,1,,0,0,0
10,10,2014-05-08T07:30:00Z,Unknown adult,4,,8/5/2014,2014,5,1,1,,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Female unnotched,35,,7/11/2014,2014,11,2,1,1,0,0,0
10,18,2014-11-07T06:35:00Z,Lactating,7,,7/11/2014,2014,11,2,1,1,0,1,0
10,18,2014-11-07T06:35:00Z,Lactating,7,,7/11/2014,2014,11,2,1,1,0,1,0
10,18,2014-11-07T06:35:00Z,Lactating,7,,7/11/2014,2014,11,2,1,1,0,1,0
10,18,2014-11-07T06:35:00Z,Lactating,7,,7/11/2014,2014,11,2,1,1,0,1,0
10,18,2014-11-07T06:35:00Z,Lactating,7,,7/11/2014,2014,11,2,1,1,0,1,0
10,18,2014-11-07T06:35:00Z,Lactating,7,,7/11/2014,2014,11,2,1,1,0,1,0
10,18,2014-11-07T06:35:00Z,Lactating,7,,7/11/2014,2014,11,2,1,1,0,1,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Male unnotched,57,,7/11/2014,2014,11,2,1,0,0,0,0
10,18,2014-11-07T06:35:00Z,Pup,7,,7/11/2014,2014,11,2,0,,0,0,0
10,18,2014-11-07T06:35:00Z,Pup,7,,7/11/2014,2014,11,2,0,,0,0,0
10,18,2014-11-07T06:35:00Z,Pup,7,,7/11/2014,2014,11,2,0,,0,0,0
10,18,2014-11-07T06:35:00Z,Pup,7,,7/11/2014,2014,11,2,0,,0,0,0
10,18,2014-11-07T06:35:00Z,Pup,7,,7/11/2014,2014,11,2,0,,0,0,0
10,18,2014-11-07T06:35:00Z,Pup,7,,7/11/2014,2014,11,2,0,,0,0,0
10,18,2014-11-07T06:35:00Z,Pup,7,,7/11/2014,2014,11,2,0,,0,0,0
10,18,2014-11-07T06:35:00Z,Unknown adult,7,,7/11/2014,2014,11,2,1,,0,0,0
10,18,2014-11-07T06:35:00Z,Unknown adult,7,,7/11/2014,2014,11,2,1,,0,0,0
10,18,2014-11-07T06:35:00Z,Unknown adult,7,,7/11/2014,2014,11,2,1,,0,0,0
10,18,2014-11-07T06:35:00Z,Unknown adult,7,,7/11/2014,2014,11,2,1,,0,0,0
10,18,2014-11-07T06:35:00Z,Unknown adult,7,,7/11/2014,2014,11,2,1,,0,0,0
10,18,2014-11-07T06:35:00Z,Unknown adult,7,,7/11/2014,2014,11,2,1,,0,0,0
10,18,2014-11-07T06:35:00Z,Unknown adult,7,,7/11/2014,2014,11,2,1,,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
10,24,2014-11-08T06:48:00Z,Female unnotched,61,,8/11/2014,2014,11,2,1,1,0,0,0
