IDno,date_in,get,sex_age,date_out,year_month,Month,Year,month_year,distemper,rabies,venereal_cancer,Female,Adult,Owned,Pregnant
18204,13/5/2016,owner,M,13/5/2016,,5,2016,May-16,0,0,0,0,1,1,0
18205,14/5/2016,hand,M,16/5/2016,,5,2016,May-16,0,0,0,0,1,1,0
18206,14/5/2016,hand,F,16/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18207,14/5/2016,hand,Fpup,16/5/2016,,5,2016,May-16,0,0,0,1,0,1,0
18209,17/5/2016,owner,M,25/5/2016,,5,2016,May-16,0,0,0,0,1,1,0
18257,20/5/2016,owner,Mpup,NA,,5,2016,May-16,0,0,0,0,0,0,0
18211,23/5/2016,hand,F,25/5/2016,,5,2016,May-16,0,0,0,1,1,0,1
18212,23/5/2016,hand,Fy,25/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18213,23/5/2016,hand,Mpup,25/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18214,23/5/2016,hand,M,25/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18215,23/5/2016,hand,Mpup,25/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18216,23/5/2016,hand,Fy,25/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18217,23/5/2016,hand,Fy,25/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18218,23/5/2016,hand,Fpup,25/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18219,23/5/2016,hand,Fpup,25/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18220,23/5/2016,hand,My,7/6/2016,,5,2016,May-16,0,0,0,0,0,0,0
18221,23/5/2016,hand,Fpup,26/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18222,23/5/2016,hand,Mpup,26/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18223,23/5/2016,net,My,26/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18224,23/5/2016,net,F,26/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18225,23/5/2016,hand,Mpup,26/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18226,23/5/2016,hand,Fpup,26/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18227,23/5/2016,net,M,26/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18228,23/5/2016,hand,M,26/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18229,23/5/2016,net,F,26/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18230,23/5/2016,hand,F,26/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18231,23/5/2016,hand,Mpup,26/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18232,23/5/2016,hand,Fpup,26/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18233,23/5/2016,hand,Fpup,26/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18234,23/5/2016,hand,Fpup,26/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18235,23/5/2016,net,M,25/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18258,23/5/2016,owner,Fy,23/5/2016,,5,2016,May-16,0,0,0,1,0,1,0
18236,24/5/2016,hand,My,26/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18237,24/5/2016,net,M,26/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18238,24/5/2016,net,My,26/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18239,24/5/2016,hand,Mpup,26/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18240,24/5/2016,hand,Mpup,26/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18241,24/5/2016,net,F,26/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18242,24/5/2016,net,M,26/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18243,24/5/2016,net,F,26/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18244,24/5/2016,net,M,26/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18250,24/5/2016,net,Fy,26/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18275,24/5/2016,hand,,7/6/2016,,5,2016,May-16,0,0,0,NA,NA,0,0
18276,24/5/2016,net,F,27/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18277,24/5/2016,net,M,27/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18279,24/5/2016,net,F,27/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18259,25/5/2016,net,M,27/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18260,25/5/2016,hand,F,7/6/2016,,5,2016,May-16,0,0,1,1,1,0,0
18261,25/5/2016,hand,F,27/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18262,25/5/2016,hand,F,27/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18263,25/5/2016,hand,My,27/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18264,25/5/2016,hand,Fy,27/5/2016,,5,2016,May-16,0,0,0,1,0,1,0
18265,25/5/2016,net,F,27/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18266,25/5/2016,hand,Mpup,27/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18267,25/5/2016,hand,Fpup,27/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18268,25/5/2016,hand,Mpup,27/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18269,25/5/2016,hand,Fpup,27/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18270,25/5/2016,hand,F,27/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18271,25/5/2016,hand,Mpup,27/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18272,25/5/2016,hand,Fpup,27/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18273,25/5/2016,hand,Fpup,27/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18274,25/5/2016,hand,Mpup,27/5/2016,,5,2016,May-16,0,0,0,0,0,1,0
18280,25/5/2016,hand,My,28/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18281,25/5/2016,hand,Fpup,28/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18282,25/5/2016,net,F,28/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18283,25/5/2016,net,F,28/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18284,25/5/2016,hand,My,28/5/2016,,5,2016,May-16,0,0,0,0,0,1,0
18285,25/5/2016,net,M,28/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18286,25/5/2016,hand,Mpup,28/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18287,25/5/2016,net,M,28/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18288,25/5/2016,hand,M,28/5/2016,,5,2016,May-16,0,0,0,0,1,1,0
18289,25/5/2016,hand,M,28/5/2016,,5,2016,May-16,0,0,0,0,1,1,0
18290,25/5/2016,net,F,28/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18291,25/5/2016,net,M,28/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18292,25/5/2016,hand,Mpup,28/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18293,25/5/2016,hand,Mpup,28/5/2016,,5,2016,May-16,0,0,0,0,0,1,0
18294,25/5/2016,hand,Mpup,28/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18295,25/5/2016,net,M,28/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18296,25/5/2016,net,F,27/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18297,25/5/2016,net,F,27/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18298,25/5/2016,net,M,27/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18299,25/5/2016,net,M,27/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18300,25/5/2016,net,F,27/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18301,25/5/2016,net,F,27/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18302,25/5/2016,hand,Mpup,27/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18303,25/5/2016,hand,Mpup,27/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18304,25/5/2016,hand,Fpup,27/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18305,25/5/2016,hand,M,27/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18306,25/5/2016,hand,Fpup,27/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18307,25/5/2016,hand,M,27/5/2016,,5,2016,May-16,0,0,0,0,1,1,0
18321,25/5/2016,net,M,27/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18322,26/5/2016,hand,Fpup,28/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18323,26/5/2016,net,M,28/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18324,26/5/2016,net,M,28/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18325,26/5/2016,hand,Mpup,28/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18326,26/5/2016,hand,Mpup,30/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18327,26/5/2016,net,F,28/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18336,26/5/2016,hand,M,28/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18337,26/5/2016,hand,Fpup,28/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18338,26/5/2016,hand,Mpup,28/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18339,26/5/2016,hand,My,28/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18340,26/5/2016,hand,M,28/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18341,26/5/2016,hand,M,28/5/2016,,5,2016,May-16,0,0,0,0,1,1,0
18342,26/5/2016,hand,My,28/5/2016,,5,2016,May-16,0,0,0,0,0,1,0
18343,26/5/2016,hand,My,28/5/2016,,5,2016,May-16,0,0,0,0,0,1,0
18347,26/5/2016,net,F,29/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18348,26/5/2016,hand,Mpup,29/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18349,26/5/2016,net,My,29/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18350,26/5/2016,net,F,29/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18351,26/5/2016,hand,Fpup,29/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18328,27/5/2016,hand,F,29/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18329,27/5/2016,hand,My,29/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18330,27/5/2016,hand,My,29/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18331,27/5/2016,net,M,29/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18333,27/5/2016,hand,M,29/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18334,27/5/2016,hand,My,29/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18335,27/5/2016,hand,Fy,29/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18352,27/5/2016,hand,Fpup,29/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18353,27/5/2016,hand,Fpup,29/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18354,27/5/2016,net,M,29/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18355,27/5/2016,net,M,29/5/2016,,5,2016,May-16,0,0,0,0,1,1,0
18356,27/5/2016,net,M,29/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18357,27/5/2016,hand,F,29/5/2016,,5,2016,May-16,0,0,0,1,1,1,0
18358,27/5/2016,net,M,29/5/2016,,5,2016,May-16,0,0,0,0,1,1,0
18359,27/5/2016,hand,Mpup,29/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18360,27/5/2016,net,F,29/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18361,27/5/2016,hand,M,29/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18362,27/5/2016,hand,Fpup,29/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18363,27/5/2016,net,F,29/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18364,27/5/2016,hand,Fpup,29/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18365,27/5/2016,hand,M,29/5/2016,,5,2016,May-16,0,0,0,0,1,1,0
18366,27/5/2016,net,M,30/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18368,27/5/2016,net,M,30/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18369,27/5/2016,net,Fy,30/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18370,27/5/2016,net,My,30/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18371,27/5/2016,hand,Mpup,30/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18372,27/5/2016,hand,Fpup,30/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18373,27/5/2016,hand,Fy,30/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18374,27/5/2016,hand,My,30/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18383,27/5/2016,net,F,30/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18384,28/5/2016,net,F,30/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18385,28/5/2016,net,F,30/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18386,28/5/2016,net,M,30/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18387,28/5/2016,net,M,30/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18388,28/5/2016,net,Fpup,30/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18389,28/5/2016,hand,Fpup,30/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18390,28/5/2016,net,F,30/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18391,28/5/2016,hand,Mpup,30/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18392,28/5/2016,net,Fy,30/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18394,28/5/2016,net,M,30/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18396,28/5/2016,net,Fpup,30/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18397,28/5/2016,net,F,30/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18398,28/5/2016,net,F,30/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18399,28/5/2016,net,F,30/5/2016,,5,2016,May-16,0,0,0,1,1,1,0
18400,28/5/2016,net,Fpup,30/5/2016,,5,2016,May-16,0,0,0,1,0,1,0
18401,28/5/2016,hand,Fpup,30/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18402,28/5/2016,hand,Fpup,30/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18403,28/5/2016,hand,Fy,30/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18404,28/5/2016,hand,F,30/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18405,28/5/2016,hand,F,30/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18406,28/5/2016,hand,Mpup,28/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18407,28/5/2016,net,F,31/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18408,28/5/2016,net,M,31/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18409,28/5/2016,hand,M,31/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18410,28/5/2016,net,M,31/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18411,28/5/2016,hand,M,31/5/2016,,5,2016,May-16,0,0,0,0,1,1,0
18412,28/5/2016,net,M,31/5/2016,,5,2016,May-16,0,0,0,0,1,1,0
18413,28/5/2016,net,F,31/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18414,28/5/2016,net,M,31/5/2016,,5,2016,May-16,0,0,0,0,1,1,0
18415,28/5/2016,net,M,31/5/2016,,5,2016,May-16,0,0,0,0,1,0,0
18416,28/5/2016,net,Fy,31/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18418,29/5/2016,net,F,31/5/2016,,5,2016,May-16,0,0,0,1,1,0,0
18419,29/5/2016,hand,My,31/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18420,29/5/2016,hand,Mpup,31/5/2016,,5,2016,May-16,0,0,0,0,0,1,0
18421,29/5/2016,hand,Fy,31/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18422,29/5/2016,hand,My,31/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18423,29/5/2016,hand,Fpup,31/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18424,29/5/2016,hand,Mpup,31/5/2016,,5,2016,May-16,0,0,0,0,0,0,0
18425,29/5/2016,net,Fy,31/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18426,29/5/2016,net,Fy,31/5/2016,,5,2016,May-16,0,0,0,1,0,0,0
18427,29/5/2016,net,Fy,9/6/2016,,5,2016,May-16,0,0,0,1,0,0,0
18428,29/5/2016,net,M,1/6/2016,,5,2016,May-16,0,0,0,0,1,0,0
18429,29/5/2016,hand,Mpup,1/6/2016,,5,2016,May-16,0,0,0,0,0,0,0
18430,29/5/2016,net,F,1/6/2016,,5,2016,May-16,0,0,0,1,1,0,0
18431,29/5/2016,hand,Fpup,1/6/2016,,5,2016,May-16,0,0,0,1,0,0,0
18432,29/5/2016,net,F,15/6/2016,,5,2016,May-16,0,0,1,1,1,1,0
18433,29/5/2016,net,M,1/6/2016,,5,2016,May-16,0,0,0,0,1,0,0
18434,29/5/2016,net,F,1/6/2016,,5,2016,May-16,0,0,0,1,1,0,1
18435,29/5/2016,net,M,1/6/2016,,5,2016,May-16,0,0,0,0,1,0,0
18436,29/5/2016,hand,M,1/6/2016,,5,2016,May-16,0,0,0,0,1,1,0
18437,29/5/2016,net,M,1/6/2016,,5,2016,May-16,0,0,0,0,1,0,0
18438,29/5/2016,net,M,1/6/2016,,5,2016,May-16,0,0,0,0,1,0,0
18439,29/5/2016,hand,Fy,1/6/2016,,5,2016,May-16,0,0,0,1,0,0,0
18440,29/5/2016,hand,Mpup,1/6/2016,,5,2016,May-16,0,0,0,0,0,0,0
18441,29/5/2016,hand,Fy,1/6/2016,,5,2016,May-16,0,0,0,1,0,0,0
18442,29/5/2016,net,M,1/6/2016,,5,2016,May-16,0,0,0,0,1,0,0
18443,30/5/2016,hand,Fpup,1/6/2016,,5,2016,May-16,0,0,0,1,0,0,0
18444,30/5/2016,hand,Fpup,1/6/2016,,5,2016,May-16,0,0,0,1,0,0,0
18445,30/5/2016,net,F,1/6/2016,,5,2016,May-16,0,0,0,1,1,0,0
18446,30/5/2016,net,M,1/6/2016,,5,2016,May-16,0,0,0,0,1,0,0
18447,30/5/2016,hand,F,1/6/2016,,5,2016,May-16,0,0,0,1,1,0,1
18448,30/5/2016,net,Mpup,1/6/2016,,5,2016,May-16,0,0,0,0,0,0,0
18449,30/5/2016,net,F,1/6/2016,,5,2016,May-16,0,0,0,1,1,0,0
18450,30/5/2016,net,F,1/6/2016,,5,2016,May-16,0,0,0,1,1,0,0
18451,30/5/2016,hand,F,1/6/2016,,5,2016,May-16,0,0,0,1,1,0,0
18452,30/5/2016,net,F,1/6/2016,,5,2016,May-16,0,0,0,1,1,0,0
18453,30/5/2016,net,M,1/6/2016,,5,2016,May-16,0,0,0,0,1,0,0
18454,30/5/2016,net,M,1/6/2016,,5,2016,May-16,0,0,0,0,1,0,0
18455,30/5/2016,hand,M,1/6/2016,,5,2016,May-16,0,0,0,0,1,0,0
18456,30/5/2016,hand,M,3/8/2016,,5,2016,May-16,0,0,1,0,1,0,0
18457,30/5/2016,hand,M,1/6/2016,,5,2016,May-16,0,0,0,0,1,0,0
18458,30/5/2016,hand,Fy,1/6/2016,,5,2016,May-16,0,0,0,1,0,0,0
18459,30/5/2016,hand,M,1/6/2016,,5,2016,May-16,0,0,0,0,1,0,0
18460,30/5/2016,net,F,1/6/2016,,5,2016,May-16,0,0,0,1,1,0,0
18461,30/5/2016,hand,Fpup,1/6/2016,,5,2016,May-16,0,0,0,1,0,0,0
18462,30/5/2016,hand,Fy,1/6/2016,,5,2016,May-16,0,0,0,1,0,0,0
18463,31/5/2016,net,F,2/6/2016,,5,2016,May-16,0,0,0,1,1,0,0
18464,31/5/2016,net,F,2/6/2016,,5,2016,May-16,0,0,0,1,1,0,0
18465,31/5/2016,hand,M,2/6/2016,,5,2016,May-16,0,0,0,0,1,0,0
18466,31/5/2016,hand,M,2/6/2016,,5,2016,May-16,0,0,0,0,1,0,0
18467,31/5/2016,net,M,2/6/2016,,5,2016,May-16,0,0,0,0,1,1,0
18468,31/5/2016,hand,M,2/6/2016,,5,2016,May-16,0,0,0,0,1,1,0
18469,31/5/2016,net,F,2/6/2016,,5,2016,May-16,0,0,0,1,1,0,0
18470,31/5/2016,net,Fy,2/6/2016,,5,2016,May-16,0,0,0,1,0,0,0
18471,31/5/2016,net,M,2/6/2016,,5,2016,May-16,0,0,0,0,1,0,0
18472,31/5/2016,net,M,2/6/2016,,5,2016,May-16,0,0,0,0,1,0,0
18473,31/5/2016,net,F,2/6/2016,,5,2016,May-16,0,0,0,1,1,0,1
18474,31/5/2016,net,My,2/6/2016,,5,2016,May-16,0,0,0,0,0,0,0
18475,31/5/2016,hand,Mpup,3/6/2016,,5,2016,May-16,0,0,0,0,0,0,0
18476,31/5/2016,hand,Fpup,3/6/2016,,5,2016,May-16,0,0,0,1,0,0,0
18477,31/5/2016,hand,F,3/6/2016,,5,2016,May-16,0,0,0,1,1,0,0
18478,31/5/2016,net,M,3/6/2016,,5,2016,May-16,0,0,0,0,1,0,0
18479,31/5/2016,net,F,3/6/2016,,5,2016,May-16,0,0,0,1,1,0,0
18480,31/5/2016,net,M,3/6/2016,,5,2016,May-16,0,0,0,0,1,0,0
18481,31/5/2016,net,M,2/6/2016,,5,2016,May-16,0,0,0,0,1,0,0
18482,31/5/2016,hand,Mpup,3/6/2016,,5,2016,May-16,0,0,0,0,0,0,0
18483,31/5/2016,net,F,3/6/2016,,5,2016,May-16,0,0,0,1,1,0,0
18484,31/5/2016,net,M,2/6/2016,,5,2016,May-16,0,0,0,0,1,0,0
18485,31/5/2016,net,Fy,2/6/2016,,5,2016,May-16,0,0,0,1,0,0,0
18486,31/5/2016,net,F,2/6/2016,,5,2016,May-16,0,0,0,1,1,0,0
18487,31/5/2016,net,M,2/6/2016,,5,2016,May-16,0,0,0,0,1,0,0
18488,31/5/2016,net,F,7/6/2016,,5,2016,May-16,0,0,0,1,1,0,0
18489,31/5/2016,hand,My,2/6/2016,,5,2016,May-16,0,0,0,0,0,0,0
18490,31/5/2016,net,F,2/6/2016,,5,2016,May-16,0,0,0,1,1,0,0
18491,31/5/2016,net,F,2/6/2016,,5,2016,May-16,0,0,0,1,1,0,0
18492,31/5/2016,net,F,2/6/2016,,5,2016,May-16,0,0,0,1,1,0,0
18493,31/5/2016,net,M,2/6/2016,,5,2016,May-16,0,0,0,0,1,0,0
18494,31/5/2016,net,M,2/6/2016,,5,2016,May-16,0,0,0,0,1,0,0
18495,31/5/2016,net,M,2/6/2016,,5,2016,May-16,0,0,0,0,1,0,0
18496,31/5/2016,net,F,2/6/2016,,5,2016,May-16,0,0,0,1,1,0,0
18497,31/5/2016,net,F,2/6/2016,,5,2016,May-16,0,0,0,1,1,0,0
18498,31/5/2016,hand,Mpup,2/6/2016,,5,2016,May-16,0,0,0,0,0,0,0
18499,31/5/2016,hand,M,2/6/2016,,5,2016,May-16,0,0,0,0,1,1,0
18500,1/6/2016,net,M,3/6/2016,,6,2016,Jun-16,0,0,0,0,1,0,0
18501,1/6/2016,net,M,3/6/2016,,6,2016,Jun-16,0,0,0,0,1,0,0
18502,1/6/2016,net,My,3/6/2016,,6,2016,Jun-16,0,0,0,0,0,0,0
18503,1/6/2016,net,F,3/6/2016,,6,2016,Jun-16,0,0,0,1,1,0,1
18504,1/6/2016,net,Fpup,3/6/2016,,6,2016,Jun-16,0,0,0,1,0,0,0
18505,1/6/2016,net,Fpup,3/6/2016,,6,2016,Jun-16,0,0,0,1,0,0,0
18507,1/6/2016,net,Fpup,3/6/2016,,6,2016,Jun-16,0,0,0,1,0,0,0
18508,1/6/2016,net,Fpup,3/6/2016,,6,2016,Jun-16,0,0,0,1,0,0,0
18509,1/6/2016,net,F,3/6/2016,,6,2016,Jun-16,0,0,0,1,1,0,1
18510,1/6/2016,hand,Fpup,3/6/2016,,6,2016,Jun-16,0,0,0,1,0,0,0
18511,1/6/2016,net,My,3/6/2016,,6,2016,Jun-16,0,0,0,0,0,1,0
18513,2/6/2016,hand,F,4/6/2016,,6,2016,Jun-16,0,0,0,1,1,1,0
18514,2/6/2016,hand,F,4/6/2016,,6,2016,Jun-16,0,0,0,1,1,0,0
18515,2/6/2016,hand,F,4/6/2016,,6,2016,Jun-16,0,0,0,1,1,0,0
18516,2/6/2016,hand,F,4/6/2016,,6,2016,Jun-16,0,0,0,1,1,0,0
18517,2/6/2016,hand,F,4/6/2016,,6,2016,Jun-16,0,0,0,1,1,0,0
18518,2/6/2016,net,M,4/6/2016,,6,2016,Jun-16,0,0,0,0,1,0,0
18519,2/6/2016,net,M,15/6/2016,,6,2016,Jun-16,0,0,1,0,1,0,0
18520,2/6/2016,net,F,4/6/2016,,6,2016,Jun-16,0,0,0,1,1,0,0
18521,2/6/2016,hand,Fpup,4/6/2016,,6,2016,Jun-16,0,0,0,1,0,0,0
18522,2/6/2016,hand,Fy,4/6/2016,,6,2016,Jun-16,0,0,0,1,0,0,0
18523,2/6/2016,net,F,4/6/2016,,6,2016,Jun-16,0,0,0,1,1,0,0
18524,2/6/2016,net,F,4/6/2016,,6,2016,Jun-16,0,0,0,1,1,0,0
18525,2/6/2016,net,Fy,4/6/2016,,6,2016,Jun-16,0,0,0,1,0,0,0
18526,2/6/2016,net,M,4/6/2016,,6,2016,Jun-16,0,0,0,0,1,0,0
18527,2/6/2016,net,F,4/6/2016,,6,2016,Jun-16,0,0,0,1,1,0,0
18528,2/6/2016,net,Mpup,4/6/2016,,6,2016,Jun-16,0,0,0,0,0,0,0
18529,2/6/2016,net,F,4/6/2016,,6,2016,Jun-16,0,0,0,1,1,0,0
18530,2/6/2016,net,F,4/6/2016,,6,2016,Jun-16,0,0,0,1,1,0,0
18531,2/6/2016,net,M,4/6/2016,,6,2016,Jun-16,0,0,0,0,1,0,0
18532,2/6/2016,net,F,15/6/2016,,6,2016,Jun-16,0,0,1,1,1,0,0
18533,2/6/2016,net,F,4/6/2016,,6,2016,Jun-16,0,0,0,1,1,0,0
18534,2/6/2016,hand,Fy,4/6/2016,,6,2016,Jun-16,0,0,0,1,0,0,0
18535,2/6/2016,hand,Fy,4/6/2016,,6,2016,Jun-16,0,0,0,1,0,0,0
18536,2/6/2016,hand,Mpup,4/6/2016,,6,2016,Jun-16,0,0,0,0,0,0,0
18537,2/6/2016,net,M,4/6/2016,,6,2016,Jun-16,0,0,0,0,1,0,0
18538,2/6/2016,net,F,4/6/2016,,6,2016,Jun-16,0,0,0,1,1,0,0
18539,3/6/2016,hand,F,6/6/2016,,6,2016,Jun-16,0,0,0,1,1,1,0
18540,3/6/2016,hand,F,6/6/2016,,6,2016,Jun-16,0,0,0,1,1,0,0
18541,3/6/2016,hand,M,6/6/2016,,6,2016,Jun-16,0,0,0,0,1,1,0
18542,3/6/2016,hand,F,6/6/2016,,6,2016,Jun-16,0,0,0,1,1,0,0
18543,3/6/2016,hand,Fpup,6/6/2016,,6,2016,Jun-16,0,0,0,1,0,0,0
18544,3/6/2016,hand,Fpup,6/6/2016,,6,2016,Jun-16,0,0,0,1,0,0,0
18545,3/6/2016,hand,Fpup,6/6/2016,,6,2016,Jun-16,0,0,0,1,0,0,0
