IDno,date_in,get,sex_age,date_out,year_month,Month,Year,month_year,distemper,rabies,venereal_cancer,Female,Adult,Owned,Pregnant
30,4/7/2013,hand,F,31/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,1,0,0
31,4/7/2013,hand,F,4/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,1,0,0
32,4/7/2013,hand,Fy,4/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,0,0,0
33,4/7/2013,hand,Fy,4/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,0,0,0
138,4/7/2013,hand,F,4/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,1,0,0
193,4/7/2013,hand,Fy,4/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,0,0,0
35,5/7/2013,hand,Fy,5/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,0,0,0
36,5/7/2013,hand,M,5/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,1,0
37,5/7/2013,hand,F,5/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,1,1,0
29,6/7/2013,hand,M,7/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
38,6/7/2013,hand,F,6/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,1,1,0
39,6/7/2013,hand,M,6/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,1,0
40,8/7/2013,hand,Fpup,8/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,0,1,0
41,8/7/2013,hand,Mpup,8/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,0,1,0
42,8/7/2013,hand,M,8/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,1,0
43,8/7/2013,hand,M,8/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,1,0
44,8/7/2013,hand,F,8/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,1,0,0
45,8/7/2013,hand,Fy,8/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,0,0,0
46,8/7/2013,hand,Fy,9/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,0,0,0
47,9/7/2013,hand,My,9/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,0,0,0
48,9/7/2013,hand,My,9/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,0,0,0
49,9/7/2013,hand,Fy,9/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,0,0,0
50,9/7/2013,hand,My,9/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,0,0,0
51,9/7/2013,hand,Fy,9/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,0,0,0
52,9/7/2013,hand,M,9/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
53,9/7/2013,hand,F,9/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,1,0,0
56,10/7/2013,hand,M,10/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
57,10/7/2013,hand,M,10/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
58,10/7/2013,hand,M,10/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
59,10/7/2013,hand,Mpup,10/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,0,0,0
60,10/7/2013,hand,F,10/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,1,0,0
61,10/7/2013,hand,Mpup,10/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,0,0,0
62,10/7/2013,hand,Fy,10/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,0,0,0
63,10/7/2013,hand,M,10/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
66,10/7/2013,hand,M,10/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
67,10/7/2013,hand,Fy,10/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,0,0,0
64,11/7/2013,hand,M,11/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
65,11/7/2013,hand,F,11/7/2013,2013_07,7,2013,Jul-13,0,0,1,1,1,0,0
68,11/7/2013,hand,M,11/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
69,11/7/2013,hand,M,11/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
70,11/7/2013,hand,M,11/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
71,12/7/2013,hand,F,12/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,1,0,0
72,12/7/2013,hand,F,12/7/2013,2013_07,7,2013,Jul-13,0,0,1,1,1,0,0
73,12/7/2013,hand,F,12/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,1,0,0
74,12/7/2013,hand,Mpup,12/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,0,0,0
75,12/7/2013,hand,Fy,12/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,0,0,0
76,12/7/2013,hand,Fy,12/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,0,0,0
79,13/7/2013,hand,M,13/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
80,13/7/2013,hand,M,13/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
81,13/7/2013,hand,M,13/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
82,13/7/2013,hand,M,13/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
83,13/7/2013,owner,Mpup,NA,_0,7,2013,Jul-13,0,0,0,0,0,0,0
90,15/7/2013,hand,F,15/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,1,0,0
91,15/7/2013,hand,M,15/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
94,15/7/2013,hand,F,15/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,1,0,0
95,15/7/2013,hand,M,15/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
96,15/7/2013,hand,Fpup,15/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,0,0,0
97,15/7/2013,hand,Mpup,15/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,0,0,0
84,18/7/2013,hand,F,18/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,1,0,0
85,18/7/2013,hand,M,NA,_0,7,2013,Jul-13,0,0,0,0,1,0,0
86,18/7/2013,hand,F,18/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,1,0,0
87,18/7/2013,hand,M,18/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
88,18/7/2013,hand,Fy,18/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,0,0,0
89,18/7/2013,hand,Fy,18/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,0,0,0
136,18/7/2013,hand,M,18/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
140,18/7/2013,hand,F,18/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,1,0,0
141,18/7/2013,hand,F,18/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,1,0,0
105,21/7/2013,hand,M,16/8/2013,2013_08,7,2013,Jul-13,0,0,0,0,1,0,0
106,21/7/2013,hand,M,21/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
107,21/7/2013,hand,M,21/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
108,21/7/2013,hand,F,21/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,1,0,0
109,21/7/2013,hand,M,22/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
110,21/7/2013,hand,F,21/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,1,0,0
111,21/7/2013,hand,F,22/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,1,0,0
112,21/7/2013,hand,Fy,22/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,0,0,0
113,21/7/2013,hand,F,22/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,1,0,0
114,21/7/2013,hand,M,22/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
115,21/7/2013,hand,F,22/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,1,0,0
116,21/7/2013,hand,M,22/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
117,21/7/2013,hand,M,22/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
118,22/7/2013,hand,F,22/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,1,0,0
119,22/7/2013,hand,M,22/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
120,22/7/2013,hand,My,22/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,0,0,0
121,22/7/2013,hand,F,22/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,1,0,0
122,22/7/2013,hand,F,22/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,1,0,0
123,22/7/2013,hand,F,22/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,1,0,0
124,22/7/2013,owner,M,22/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
125,22/7/2013,owner,Fy,NA,_0,7,2013,Jul-13,0,0,0,1,0,0,0
139,22/7/2013,owner,Fy,NA,_0,7,2013,Jul-13,0,0,0,1,0,0,0
126,23/7/2013,hand,Fy,24/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,0,0,0
127,23/7/2013,hand,F,24/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,1,0,0
128,23/7/2013,hand,M,24/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
129,23/7/2013,hand,Fy,24/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,0,0,0
130,23/7/2013,hand,M,24/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
131,23/7/2013,hand,Fy,25/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,0,0,0
132,23/7/2013,hand,M,24/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
133,23/7/2013,hand,M,25/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
134,23/7/2013,hand,F,25/7/2013,2013_07,7,2013,Jul-13,0,0,0,1,1,0,1
135,23/7/2013,hand,M,24/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
137,23/7/2013,hand,M,24/7/2013,2013_07,7,2013,Jul-13,0,0,0,0,1,0,0
156,31/7/2013,hand,M,8/8/2013,2013_08,7,2013,Jul-13,0,0,0,0,1,0,0
157,31/7/2013,hand,F,8/8/2013,2013_08,7,2013,Jul-13,0,0,0,1,1,0,0
149,1/8/2013,hand,M,8/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,1,0,0
151,1/8/2013,hand,F,8/8/2013,2013_08,8,2013,Aug-13,0,0,0,1,1,0,1
152,1/8/2013,hand,F,8/8/2013,2013_08,8,2013,Aug-13,0,0,0,1,1,0,0
154,2/8/2013,hand,M,8/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,1,0,0
194,3/8/2013,hand,M,8/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,1,0,0
159,5/8/2013,hand,F,8/8/2013,2013_08,8,2013,Aug-13,0,0,0,1,1,0,0
160,5/8/2013,hand,Mpup,8/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,0,0,0
161,5/8/2013,hand,F,8/8/2013,2013_08,8,2013,Aug-13,0,0,0,1,1,0,0
162,5/8/2013,hand,M,8/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,1,0,0
163,5/8/2013,hand,M,9/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,1,0,0
164,5/8/2013,hand,M,8/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,1,0,0
165,5/8/2013,hand,Mpup,9/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,0,0,0
167,5/8/2013,hand,M,9/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,1,0,0
168,8/8/2013,hand,F,11/8/2013,2013_08,8,2013,Aug-13,0,0,0,1,1,0,0
169,8/8/2013,hand,M,11/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,1,0,0
170,8/8/2013,hand,M,11/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,1,0,0
171,8/8/2013,hand,M,11/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,1,0,0
172,8/8/2013,hand,M,11/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,1,0,0
173,8/8/2013,hand,F,11/8/2013,2013_08,8,2013,Aug-13,0,0,0,1,1,0,0
175,9/8/2013,hand,F,13/8/2013,2013_08,8,2013,Aug-13,0,0,0,1,1,0,0
176,9/8/2013,hand,M,13/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,1,0,0
177,9/8/2013,hand,M,13/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,1,0,0
178,9/8/2013,hand,F,13/8/2013,2013_08,8,2013,Aug-13,0,0,0,1,1,0,0
179,9/8/2013,hand,Fy,13/8/2013,2013_08,8,2013,Aug-13,0,0,0,1,0,0,1
180,10/8/2013,hand,M,13/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,1,0,0
181,10/8/2013,hand,Mpup,13/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,0,0,0
182,10/8/2013,hand,Fpup,13/8/2013,2013_08,8,2013,Aug-13,0,0,0,1,0,0,0
183,10/8/2013,hand,F,13/8/2013,2013_08,8,2013,Aug-13,0,0,0,1,1,0,0
184,10/8/2013,owner,M,13/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,1,0,0
185,10/8/2013,hand,F,14/8/2013,2013_08,8,2013,Aug-13,0,0,0,1,1,0,0
186,11/8/2013,hand,M,14/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,1,0,0
187,11/8/2013,hand,F,14/8/2013,2013_08,8,2013,Aug-13,0,0,0,1,1,0,1
188,11/8/2013,hand,M,14/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,1,0,0
189,11/8/2013,hand,Fy,14/8/2013,2013_08,8,2013,Aug-13,0,0,0,1,0,0,0
190,11/8/2013,hand,M,14/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,1,0,0
191,11/8/2013,hand,M,14/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,1,0,0
192,11/8/2013,hand,F,14/8/2013,2013_08,8,2013,Aug-13,0,0,0,1,1,0,0
195,13/8/2013,hand,M,17/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,1,0,0
196,13/8/2013,hand,F,17/8/2013,2013_08,8,2013,Aug-13,0,0,0,1,1,0,0
197,13/8/2013,hand,M,18/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,1,1,0
198,18/8/2013,hand,M,21/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,1,0,0
199,18/8/2013,hand,F,21/8/2013,2013_08,8,2013,Aug-13,0,0,0,1,1,1,1
200,18/8/2013,hand,F,21/8/2013,2013_08,8,2013,Aug-13,0,0,0,1,1,1,1
201,18/8/2013,hand,Fy,21/8/2013,2013_08,8,2013,Aug-13,0,0,0,1,0,0,0
202,18/8/2013,hand,F,29/8/2013,2013_08,8,2013,Aug-13,0,0,1,1,1,0,0
203,18/8/2013,hand,F,24/8/2013,2013_08,8,2013,Aug-13,0,0,0,1,1,1,0
204,18/8/2013,hand,Mpup,21/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,0,0,0
205,18/8/2013,hand,Fy,21/8/2013,2013_08,8,2013,Aug-13,0,0,0,1,0,0,0
206,18/8/2013,hand,F,21/8/2013,2013_08,8,2013,Aug-13,0,0,0,1,1,0,0
207,18/8/2013,hand,M,21/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,1,0,0
208,19/8/2013,owner,Mpup,19/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,0,1,0
209,22/8/2013,hand,M,25/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,1,1,0
210,22/8/2013,hand,M,25/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,1,0,0
211,22/8/2013,hand,M,25/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,1,0,0
212,22/8/2013,hand,F,25/8/2013,2013_08,8,2013,Aug-13,0,0,0,1,1,0,0
213,22/8/2013,hand,F,4/9/2013,2013_09,8,2013,Aug-13,0,0,0,1,1,0,0
214,22/8/2013,hand,F,29/8/2013,2013_08,8,2013,Aug-13,0,0,0,1,1,0,0
215,23/8/2013,hand,M,29/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,1,0,0
216,23/8/2013,hand,M,29/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,1,0,0
218,23/8/2013,hand,M,26/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,1,0,0
219,23/8/2013,hand,M,26/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,1,0,0
221,23/8/2013,hand,M,26/8/2013,2013_08,8,2013,Aug-13,0,0,0,0,1,0,0
223,29/8/2013,hand,F,4/9/2013,2013_09,8,2013,Aug-13,0,0,0,1,1,1,1
224,3/9/2013,hand,F,6/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,0
225,3/9/2013,hand,Fy,6/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,0,0,0
226,3/9/2013,hand,F,5/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,0
227,3/9/2013,hand,M,6/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,0,0
228,3/9/2013,hand,M,5/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,1,0
229,4/9/2013,owner,M,6/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,1,0
230,4/9/2013,hand,Fy,6/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,0,1,0
231,4/9/2013,hand,M,6/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,1,0
232,4/9/2013,hand,F,6/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,1,0
233,4/9/2013,hand,M,10/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,1,0
234,4/9/2013,owner,F,6/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,1
235,4/9/2013,hand,Mpup,6/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,0,1,0
236,5/9/2013,hand,F,7/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,1
237,5/9/2013,hand,M,7/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,0,0
238,5/9/2013,hand,M,7/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,0,0
239,5/9/2013,hand,M,7/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,0,0
240,5/9/2013,hand,Fpup,7/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,0,0,0
241,6/9/2013,owner,F,7/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,0
242,7/9/2013,hand,F,10/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,0
243,7/9/2013,hand,M,10/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,0,0
244,7/9/2013,hand,M,10/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,0,0
245,7/9/2013,hand,M,10/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,0,0
246,8/9/2013,hand,M,11/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,0,0
247,8/9/2013,hand,M,11/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,0,0
248,8/9/2013,hand,F,11/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,0
249,8/9/2013,hand,F,11/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,0
250,8/9/2013,hand,M,12/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,0,0
251,8/9/2013,hand,F,11/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,0
252,11/9/2013,hand,F,14/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,0
253,11/9/2013,hand,F,14/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,0
254,11/9/2013,hand,Fy,14/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,0,0,0
255,11/9/2013,hand,F,18/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,0
256,11/9/2013,hand,M,14/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,0,0
257,12/9/2013,hand,F,15/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,0
258,12/9/2013,hand,M,15/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,0,0
259,12/9/2013,hand,M,15/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,0,0
260,12/9/2013,net,F,1/10/2013,2013_10,9,2013,Sep-13,0,0,1,1,1,0,0
261,14/9/2013,hand,F,16/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,1,0
262,14/9/2013,hand,M,16/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,0,0
263,14/9/2013,hand,M,16/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,1,0
267,14/9/2013,hand,Mpup,NA,_0,9,2013,Sep-13,0,0,0,0,0,1,0
264,16/9/2013,hand,M,18/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,1,0
265,16/9/2013,hand,M,18/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,1,0
266,16/9/2013,hand,M,18/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,1,0
268,20/9/2013,hand,Mpup,23/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,0,1,0
269,20/9/2013,hand,M,23/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,1,0
270,20/9/2013,hand,F,27/9/2013,2013_09,9,2013,Sep-13,0,0,1,1,1,0,0
271,20/9/2013,hand,M,23/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,0,0
272,20/9/2013,hand,F,23/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,0
273,20/9/2013,hand,F,27/9/2013,2013_09,9,2013,Sep-13,0,0,1,1,1,0,0
274,20/9/2013,hand,M,23/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,0,0
275,20/9/2013,hand,M,23/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,0,0
276,20/9/2013,hand,Fpup,23/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,0,1,0
277,20/9/2013,hand,Fpup,23/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,0,1,0
278,20/9/2013,hand,Mpup,23/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,0,1,0
279,20/9/2013,hand,F,23/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,1,0
280,20/9/2013,hand,F,23/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,0
281,20/9/2013,hand,F,23/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,1
282,20/9/2013,hand,F,23/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,0
283,21/9/2013,hand,F,24/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,1,0
284,21/9/2013,hand,F,24/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,0
285,21/9/2013,hand,Mpup,24/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,0,0,0
287,21/9/2013,hand,F,24/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,1
288,21/9/2013,hand,M,24/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,1,0
289,21/9/2013,hand,M,24/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,1,0
290,21/9/2013,hand,F,24/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,0
291,21/9/2013,hand,F,24/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,1
292,21/9/2013,hand,F,24/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,0
293,23/9/2013,hand,F,26/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,0
294,23/9/2013,hand,M,26/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,0,0
295,23/9/2013,hand,F,26/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,1
296,23/9/2013,hand,F,26/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,0
297,23/9/2013,hand,F,26/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,1
298,23/9/2013,hand,Mpup,26/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,0,0,0
299,23/9/2013,hand,Fpup,26/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,0,0,0
300,25/9/2013,hand,F,27/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,0
301,25/9/2013,hand,M,27/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,0,0
302,25/9/2013,hand,F,27/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,0
303,25/9/2013,hand,Fpup,27/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,0,0,0
304,25/9/2013,hand,M,26/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,1,0
307,25/9/2013,hand,M,27/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,0,0
308,25/9/2013,hand,M,27/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,0,0
309,25/9/2013,hand,M,27/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,1,0
310,25/9/2013,hand,M,27/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,0,0
311,25/9/2013,hand,M,27/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,0,0
312,25/9/2013,hand,M,27/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,1,0
313,25/9/2013,hand,F,27/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,1,1
314,25/9/2013,hand,Mpup,27/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,0,0,0
328,26/9/2013,hand,F,28/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,0
329,26/9/2013,hand,M,28/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,0,0
330,26/9/2013,hand,M,28/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,0,0
331,26/9/2013,hand,M,28/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,1,0
332,26/9/2013,hand,F,2/10/2013,2013_10,9,2013,Sep-13,0,0,0,1,1,0,0
333,26/9/2013,hand,Mpup,27/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,0,1,0
334,26/9/2013,hand,M,28/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,0,0
335,26/9/2013,hand,F,28/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,1
336,26/9/2013,hand,M,28/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,0,0
337,26/9/2013,hand,F,3/10/2013,2013_10,9,2013,Sep-13,0,0,1,1,1,0,0
338,26/9/2013,hand,M,28/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,0,0
339,27/9/2013,owner,F,27/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,1,0
340,27/9/2013,hand,F,29/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,0
341,27/9/2013,hand,Mpup,29/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,0,0,0
343,27/9/2013,hand,Fy,29/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,0,0,0
344,27/9/2013,hand,F,29/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,0
345,27/9/2013,hand,M,29/9/2013,2013_09,9,2013,Sep-13,0,0,0,0,1,0,0
346,27/9/2013,hand,F,29/9/2013,2013_09,9,2013,Sep-13,0,0,0,1,1,0,0
