date_in,Female,Adult,distemper,mange,rabies,venereal_cancer,Pregnant,time_trend,Female_c,Adult_c,time_trend_c,seasonal_trend,Year
5/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
5/10/2013,1,1,0,0,0,1,0,4,0,0.386174586,-18.81537432,10,2013
5/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
5/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
5/10/2013,1,0,0,0,0,0,0,4,0,-0.613825414,-18.81537432,10,2013
5/10/2013,1,0,0,0,0,0,0,4,0,-0.613825414,-18.81537432,10,2013
5/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
6/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
6/10/2013,1,1,0,0,0,0,1,4,0,0.386174586,-18.81537432,10,2013
7/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
7/10/2013,1,1,0,0,0,0,1,4,0,0.386174586,-18.81537432,10,2013
7/10/2013,1,1,0,0,0,0,1,4,0,0.386174586,-18.81537432,10,2013
7/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
7/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
7/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
16/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
16/10/2013,1,1,0,0,0,0,1,4,0,0.386174586,-18.81537432,10,2013
16/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
16/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
16/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
16/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
16/10/2013,1,0,0,0,0,0,0,4,0,-0.613825414,-18.81537432,10,2013
16/10/2013,1,1,0,0,0,0,1,4,0,0.386174586,-18.81537432,10,2013
16/10/2013,1,1,0,0,0,0,1,4,0,0.386174586,-18.81537432,10,2013
16/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
16/10/2013,1,0,0,0,0,0,0,4,0,-0.613825414,-18.81537432,10,2013
17/10/2013,1,1,0,0,0,0,1,4,0,0.386174586,-18.81537432,10,2013
17/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
17/10/2013,1,1,0,0,0,0,1,4,0,0.386174586,-18.81537432,10,2013
17/10/2013,1,1,0,0,0,0,1,4,0,0.386174586,-18.81537432,10,2013
17/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
17/10/2013,1,1,0,0,0,0,1,4,0,0.386174586,-18.81537432,10,2013
17/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
